0,48.5,12.5
4,44.5,6.5
6,120.5,5.5
10,71.5,67.5
13,105.5,121.5
17,122.5,84.5
21,25.5,22.5
22,64.5,18.5
23,52.5,19.5
31,51.5,109.5
33,107.5,92.5
36,11.5,81.5
37,95.5,67.5
38,39.5,38.5
41,56.5,51.5
46,94.5,27.5
48,86.5,78.5
51,55.5,47.5
52,9.5,51.5
53,29.5,74.5
54,105.5,49.5
57,89.5,60.5
