2,103.5,36.5
3,25.5,91.5
4,18.5,12.5
5,61.5,51.5
6,81.5,24.5
7,88.5,90.5
9,46.5,93.5
11,7.5,64.5
13,52.5,8.5
14,70.5,30.5
15,38.5,82.5
17,74.5,19.5
18,44.5,48.5
21,3.5,110.5
23,122.5,116.5
24,111.5,72.5
25,68.5,70.5
26,43.5,51.5
29,80.5,95.5
30,9.5,115.5
36,89.5,18.5
