0,85.5,98.5
1,42.5,90.5
5,7.5,69.5
6,43.5,117.5
10,101.5,55.5
12,69.5,15.5
15,94.5,56.5
16,83.5,30.5
17,92.5,4.5
18,16.5,108.5
20,79.5,30.5
21,102.5,19.5
24,99.5,15.5
26,45.5,80.5
28,110.5,35.5
42,108.5,98.5
43,67.5,62.5
44,113.5,50.5
46,11.5,83.5
48,50.5,26.5
53,76.5,85.5
55,74.5,74.5
59,65.5,17.5
61,42.5,66.5
