val_loss,train_loss,reduce_lr
0.6774355173110962,1.438030326526437,0.005
0.5070977807044983,0.5980528737074576,0.005
0.6649637222290039,0.5207801983260468,0.005
0.4008309841156006,0.44301983034050707,0.005
0.4600888192653656,0.4252564589049192,0.005
0.39433759450912476,0.4139587123121991,0.005
0.3671770542860031,0.3670515172033502,0.005
0.3009309023618698,0.3594217792453382,0.005
0.3083764314651489,0.33786379330910293,0.005
0.2857983559370041,0.32255844141812934,0.005
0.23879896849393845,0.29966188357180396,0.005
0.24651866406202316,0.27862314919897374,0.005
0.255693256855011,0.2773970217512758,0.005
0.24110109359025955,0.26054486382327624,0.005
0.2631441801786423,0.25770213359954375,0.005
0.23380357027053833,0.24625274128961883,0.005
0.22722367197275162,0.248276904425365,0.005
0.20625190436840057,0.23160290008023282,0.005
0.20836947113275528,0.23527690618230193,0.005
0.2014784887433052,0.219185827062434,0.005
0.20335430651903152,0.21451551452179082,0.005
0.2019442841410637,0.21680223131739854,0.005
0.20263980329036713,0.20464627994786974,0.005
0.20436706393957138,0.20781355006182753,0.005
0.1889554262161255,0.20076710485771998,0.005
0.19670847058296204,0.19539351571326288,0.005
0.19336064904928207,0.19483103478114877,0.005
0.1965423971414566,0.20367783438039305,0.005
0.18372778594493866,0.19695690024219104,0.005
0.2051873654127121,0.19332762342571413,0.005
0.186778724193573,0.19413488133241666,0.005
0.19050593674182892,0.1918594642173524,0.005
0.18714165687561035,0.1964334693531062,0.005
0.22171008586883545,0.1909760965796925,0.005
0.1811937540769577,0.187022666503119,0.005
0.19882871210575104,0.18968223845398666,0.005
0.17762257158756256,0.19332311637449584,0.005
0.2286500707268715,0.1926662664885489,0.005
0.19171685725450516,0.19221190658191706,0.005
0.17517267167568207,0.18825815478027266,0.005
0.17983220517635345,0.18416807665520865,0.005
0.1763928160071373,0.18221976903060938,0.005
0.16203565150499344,0.17616489759627604,0.005
0.17193762958049774,0.18164178439034712,0.005
0.17523786425590515,0.17909033816532802,0.005
0.18148425221443176,0.18804115377016514,0.005
0.1828428879380226,0.19148324559998992,0.005
0.18169492483139038,0.18180273293248758,0.005
0.1784924864768982,0.18881098866062676,0.005
0.17938897758722305,0.18651534196914443,0.005
0.17164083570241928,0.17993017221057175,0.005
0.16557281464338303,0.17788065019869964,0.005
0.16849930584430695,0.18006063377697196,0.005
0.19008494913578033,0.1863890734294917,0.0025
0.1633554920554161,0.17081683654113103,0.0025
0.1631852090358734,0.16759927390805826,0.0025
0.1559917852282524,0.16613536823115893,0.0025
0.1575414016842842,0.16195864835441512,0.0025
0.1653425544500351,0.16368804472004808,0.0025
0.15413545817136765,0.16234842032794183,0.0025
0.15544793754816055,0.16441029920273978,0.0025
0.15614928305149078,0.16469766229591112,0.0025
0.15197761356830597,0.16313150315076713,0.0025
0.14965203404426575,0.16222138852881104,0.0025
0.15697599202394485,0.15956992811004586,0.0025
0.15236248075962067,0.16329886809291455,0.0025
0.1575431451201439,0.16136477357589157,0.0025
0.15338462591171265,0.16051726363249272,0.0025
0.15099801123142242,0.15798176134992767,0.0025
0.15587641298770905,0.15895991867420659,0.0025
0.1525927260518074,0.15715249502818857,0.0025
0.16034423559904099,0.1570631897689512,0.0025
0.14954841136932373,0.15633177717260066,0.0025
0.15059739351272583,0.16093210645970082,0.0025
0.16431593894958496,0.1582259282769773,0.0025
0.15255767107009888,0.15963598865790654,0.0025
0.14882732182741165,0.15528106709454684,0.0025
0.1524072214961052,0.15444802917890102,0.0025
0.16164033114910126,0.15813150421885036,0.0025
0.15246806293725967,0.16116041905127915,0.0025
0.16016239672899246,0.1630158595390768,0.0025
0.15141648054122925,0.157428604144378,0.0025
0.14621023833751678,0.15812270673329398,0.0025
0.15684659779071808,0.15605517331785804,0.0025
0.1513281688094139,0.16101326628419377,0.0025
0.14907027781009674,0.15580003143556967,0.0025
0.15749862790107727,0.15490569564320097,0.0025
0.14678974449634552,0.15643738160197368,0.0025
0.14542772620916367,0.15458523947120512,0.00125
0.14130095392465591,0.14932781177879179,0.00125
0.14604372531175613,0.14702065259018202,0.00125
0.13948238641023636,0.14697655755401456,0.00125
0.143976628780365,0.1457294241693996,0.00125
0.14150984585285187,0.14602309285394297,0.00125
0.14341901987791061,0.1459229334488811,0.00125
0.1468353569507599,0.14593315444536656,0.00125
0.14856891334056854,0.14510422945022583,0.00125
0.14202646166086197,0.14466643553452205,0.00125
0.14514904469251633,0.14660515311180344,0.00125
0.1395847648382187,0.14478965473655087,0.00125
0.1413000300526619,0.14479703361156002,0.00125
0.14270570874214172,0.14445207373007832,0.00125
0.14579219371080399,0.14648402037236513,0.00125
0.14231033623218536,0.14460878244182407,0.00125
0.1431276872754097,0.1448760872719272,0.00125
0.14510086923837662,0.1439208703353101,0.00125
0.14098408818244934,0.14670120419671873,0.00125
0.14469324797391891,0.1446196896917868,0.00125
0.14297501742839813,0.1441103915040125,0.00125
0.14450327306985855,0.14609898656806689,0.00125
0.14268199354410172,0.14310378296263265,0.00125
0.14158464968204498,0.1428870491733487,0.00125
0.14079344272613525,0.14314626907342232,0.00125
0.14453399181365967,0.14266060332723912,0.00125
0.1463356763124466,0.1430805292505546,0.00125
0.1424754485487938,0.14252237215538152,0.00125
0.13985472917556763,0.1415814152299958,0.00125
0.14304239302873611,0.14540556803245672,0.00125
0.14647724479436874,0.1421256972439337,0.00125
0.14269191771745682,0.1436265471997677,0.00125
0.14051765948534012,0.1433585004118465,0.00125
0.14391857385635376,0.14337133801223448,0.00125
0.14512238651514053,0.143105433691268,0.00125
0.14402858912944794,0.14223233015345246,0.00125
0.14344565570354462,0.14232155160615909,0.00125
0.14018862694501877,0.1423141420287574,0.00125
0.13786718994379044,0.1413705864008641,0.00125
0.13884320855140686,0.14123993481965674,0.00125
0.14222612977027893,0.1405049514450483,0.00125
0.140395849943161,0.14048899910193963,0.00125
0.14207503199577332,0.14072695624508313,0.00125
0.14010925590991974,0.14368802869079897,0.00125
0.14521142095327377,0.14182251831829149,0.00125
0.1439865306019783,0.14053101817633482,0.00125
0.14015887677669525,0.14356354449019337,0.00125
0.14055057615041733,0.14057418424011076,0.00125
0.1481061577796936,0.14108072331287716,0.00125
0.1390833556652069,0.14224483652802922,0.00125
0.13910099118947983,0.13980586856803637,0.00125
0.14081820100545883,0.13971654550741183,0.00125
0.14561396092176437,0.14123234222799338,0.00125
0.13973869383335114,0.13988956989057913,0.00125
0.14879917353391647,0.14308257040961478,0.00125
0.14514774084091187,0.1417027328838438,0.00125
0.1419556736946106,0.14083473734407617,0.00125
0.14360367506742477,0.14098869374134396,0.00125
0.14131919294595718,0.14186730700851286,0.00125
0.14151479303836823,0.1433081654894272,0.00125
0.1363259255886078,0.1389337182044983,0.00125
0.14760787785053253,0.13970440116104663,0.00125
0.13905037939548492,0.1404490934922391,0.00125
0.13998696953058243,0.1389423819796351,0.00125
0.14233338832855225,0.14042268953467377,0.00125
0.14101599156856537,0.13923445013945535,0.00125
0.13916080445051193,0.14045079812507502,0.00125
0.14120423793792725,0.13925170048371258,0.00125
0.14251577109098434,0.13964185648716537,0.00125
0.1423531398177147,0.14271619035893637,0.00125
