0,101.5,49.5
1,83.5,112.5
2,22.5,21.5
3,53.5,17.5
5,5.5,12.5
6,80.5,105.5
7,45.5,43.5
13,16.5,39.5
14,54.5,107.5
17,77.5,116.5
19,108.5,123.5
20,46.5,73.5
22,123.5,36.5
25,107.5,51.5
26,122.5,61.5
27,75.5,103.5
28,3.5,58.5
29,77.5,101.5
30,104.5,5.5
31,55.5,42.5
32,19.5,89.5
33,33.5,11.5
34,110.5,95.5
35,63.5,99.5
36,96.5,83.5
37,106.5,91.5
38,86.5,16.5
39,94.5,61.5
40,95.5,27.5
